0.8862500000000001,0,0.001630648772300242,141: out
,2,4.075114002994748e-07
,3,1.4908258332121283e-13
0.92,0,0.0035373089053584114
,1,3.1386367440092714e-06
,2,1.8868054666825626e-07
,3,4.591901656632676e-14
0.93,0,0.003340527352703827,28: out
,1,2.648530442804182e-06
,2,1.0402812263040819e-07
,3,4.6252114634584365e-14
0.9400000000000001,0,0.0032915659596277386,28: out,139: out
,1,2.191339213659875e-06,139: out
,2,5.368311845360327e-08,139: out
,3,3.414443771259577e-14,139: out
,,RedoAct,IN,OUT
0.9400000000000001,0,0.0001965071782867799,28: out
,1,9.357241094357746e-09,28: out
,2,2.2045215972261598e-12,28: out
,,RedoAct,IN,OUT,2
0.9400000000000001,0,2.3150286346772567e-05
,1,3.5861264485702105e-09
,2,8.177232225160202e-14
,,RedoPen
0.9400000000000001,0,2.1740577529385409e-07
,1,1.9139756185590836e-11
0.9500000000000001,0,0.0066159282556821535,4: out
,1,1.908563668327126e-05
,2,3.785227914782132e-05
,3,2.103502565246555e-08
,4,6.188230764572651e-12
,,RedoPen
0.9500000000000001,0,9.928271848892558e-07
,1,2.6556706190543043e-09
,2,2.84875238538816e-14
0.9600000000000001,0,0.01232508063552547,4: out
,1,3.2554557993941146e-05
,2,0.002247827666654333,4: out
,3,8.426327030792055e-06
,4,0.00017655573520106033,47: 40-->44
,5,5.444692165062695e-06
,6,4.4201973582952936e-07
,7,1.570654058012175e-11
,,RedoPen
0.9600000000000001,0,1.1678091837581547e-06
,1,3.621518620620844e-12
0.9700000000000001,0,0.09566191077859335,4: out
,1,0.0001277541740891816
,2,0.006909867684585064,4: 44-->3out
,3,4.087013182523527e-06
,4,7.914060967073045e-07
,5,7.695814316618077e-12
0.9800000000000001,0,0.011826303440059907,4: out,44: 32-->15
,1,0.00010602511131001694
,2,2.3739865669387943e-05
,3,5.566412670252771e-10
,4,6.492786249760224e-14
,,RedoPen
0.9800000000000001,0,2.874957405661632e-07
,1,2.757532941178216e-11
0.9900000000000001,0,0.010445128625831036,4: out
,1,4.67321398691022e-06
,2,2.5342805888540916e-07
,3,1.2411073947063601e-14
,,RedoPen
0.9900000000000001,0,5.29058215503599e-07
,1,1.1719303029468054e-08
,2,2.9519900897768286e-14
1.0,0,0.010411070894069856,4: out,138: out
,1,6.713836912736415e-06
,2,2.0245529065370097e-07
,3,2.6168962262164342e-14
,,RedoPen
1.0,0,2.3029886203512235e-07
,1,1.3339896112780844e-09
,2,1.7361494417956788e-14
